,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand_name
2299,2015,405000,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
2300,2015,850000,64800,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra
2301,2017,680000,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra
2302,2014,426999,80000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5.0,Hyundai
2303,2015,525000,248000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5.0,Hyundai
2304,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7.0,Toyota
2305,2005,245000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
2306,2015,869999,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,5.0,Hyundai
2307,2010,160000,66444,LPG,Individual,Manual,First Owner,26.2,998,58.2,5.0,Maruti
2308,2016,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
2309,2012,300000,90000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5.0,Nissan
2310,2007,175000,218463,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5.0,Honda
2311,2012,960000,153000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8.0,Toyota
2312,2014,525000,70000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6.0,Mahindra
2313,2015,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5.0,Hyundai
2314,2015,390000,50000,Petrol,Individual,Manual,First Owner,18.0,1198,86.7,5.0,Honda
2315,2015,275000,20000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5.0,Datsun
2316,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,Chevrolet
2317,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
2318,2013,200000,70000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5.0,Chevrolet
2319,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5.0,Volkswagen
2320,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,Honda
2321,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5.0,Hyundai
2322,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,Hyundai
2323,2012,250000,103000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,Hyundai
2324,2017,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5.0,Hyundai
2325,2013,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
2326,2012,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5.0,Volkswagen
2327,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5.0,Hyundai
2328,2003,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti
2329,2016,611000,77000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
2330,2014,459999,110000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5.0,Hyundai
2331,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5.0,Ford
2332,2011,185000,170000,CNG,Individual,Manual,First Owner,11.88,1086,62.1,5.0,Hyundai
2333,2012,390000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,Hyundai
2334,2007,72000,40000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet
2335,2007,90000,50000,Diesel,Individual,Manual,First Owner,17.88,1396,52.8,5.0,Tata
2336,2015,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5.0,Toyota
2337,2011,200000,137000,CNG,Individual,Manual,First Owner,26.2,998,58.2,5.0,Maruti
2338,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7.0,Mahindra
2339,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
2340,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368,88.7,5.0,Fiat
2341,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,8.0,Toyota
2342,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
2343,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti
2344,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
2345,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
2346,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,7.0,Force
2347,2012,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5.0,Tata
2348,2011,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,Chevrolet
2349,2011,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5.0,Hyundai
2350,2010,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5.0,Tata
2351,2016,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5.0,Maruti
2352,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti
2353,2009,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5.0,Tata
2354,2018,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
2355,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5.0,Hyundai
2356,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5.0,Maruti
2357,2015,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.5,7.0,Toyota
2358,2016,400000,110000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5.0,Hyundai
2359,2014,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399,67.0,5.0,Ford
2360,2015,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,Mahindra
2361,2012,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5.0,Maruti
2362,2015,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7.0,Honda
2363,2015,925000,60000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7.0,Tata
2364,2010,509999,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8.0,Mahindra
2365,2011,250000,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8.0,Mahindra
2366,2015,500000,36000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,Hyundai
2367,2019,1050000,27000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Hyundai
2368,2014,490000,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Maruti
2369,2020,415000,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti
2370,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
2371,2018,680000,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti
2372,2013,190000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
2373,2013,479000,173000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7.0,Mahindra
2374,2016,270000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5.0,Maruti
2375,2008,170000,70000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5.0,Hyundai
2376,2018,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5.0,Maruti
2377,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
2378,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti
2379,2017,620000,100000,Diesel,Individual,Manual,Second Owner,16.5,1493,70.0,7.0,Mahindra
2380,2017,280000,31000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,Hyundai
2381,2015,1500000,80000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.5,7.0,Toyota
2382,2016,450000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai
2383,2017,2199000,10000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5.0,Mercedes-Benz
2384,2013,3600000,50000,Diesel,Individual,Automatic,First Owner,11.74,2987,254.8,5.0,Mercedes-Benz
2385,2008,285000,60000,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6,5.0,Ford
2386,2007,465000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,Toyota
2387,2009,1100000,60000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,5.0,BMW
2388,2011,350000,110000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen
2389,2017,600000,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Maruti
2390,2017,570000,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti
2391,2016,325000,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
2392,2016,975000,54000,Diesel,Individual,Automatic,First Owner,16.0,1997,140.0,7.0,Mahindra
2393,2015,480000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
2394,2014,185000,10300,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
2395,2015,1050000,50000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5.0,Hyundai
2396,2019,760000,3000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5.0,Maruti
2397,2019,570000,5000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5.0,Volkswagen
2398,2018,700000,13000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,Maruti
2399,2015,775000,30000,Petrol,Individual,Automatic,First Owner,15.63,1499,110.4,5.0,Ford
2400,2007,750000,60000,Diesel,Individual,Automatic,Second Owner,14.49,2993,258.0,5.0,BMW
2401,2010,140000,100000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5.0,Chevrolet
2402,2016,220000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
2403,2013,184000,15000,Petrol,Individual,Manual,First Owner,0.0,1086,62.1,5.0,Hyundai
2404,2017,440000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai
2405,2017,650000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5.0,Hyundai
2406,2017,660000,50000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7.0,Mahindra
2407,2017,380000,30000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,Maruti
2408,2012,415000,125000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5.0,Toyota
2409,2012,225000,110000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai
2410,2013,600000,30000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Maruti
2411,2014,620000,148000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7.0,Maruti
2412,2016,750000,35000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,Mahindra
2413,2016,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Hyundai
2414,2005,110000,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,Maruti
2415,2012,119000,95000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5.0,Tata
2416,2015,600000,25000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Honda
2417,2011,200000,80000,CNG,Individual,Manual,First Owner,26.3,998,67.1,5.0,Maruti
2418,2014,280000,60000,Diesel,Individual,Manual,Second Owner,23.0,1248,88.7,5.0,Tata
2419,2013,375000,100000,Petrol,Individual,Manual,First Owner,15.0,1598,105.0,5.0,Skoda
2420,2016,350000,50000,Petrol,Individual,Manual,First Owner,19.44,1198,67.0,7.0,Datsun
2421,2017,620000,31000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,5.0,Hyundai
2422,2017,570000,120000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
2423,2012,290000,105000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5.0,Maruti
2424,2016,711000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti
2425,2012,370000,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5.0,Maruti
2426,2020,550000,15000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5.0,Maruti
2427,2013,325000,150000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,Maruti
2428,2018,670000,93000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,5.0,Honda
2429,2017,385000,42000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,Hyundai
2430,2008,114999,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Hyundai
2431,2010,200000,90000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Hyundai
2432,2019,860000,6500,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5.0,Maruti
2433,2018,600000,60000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,Maruti
2434,2016,265000,110000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,Maruti
2435,2015,155000,60000,CNG,Individual,Manual,Second Owner,23.7,1193,55.23,5.0,Tata
2436,2019,900000,60000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5.0,Maruti
2437,2013,650000,170000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7.0,Maruti
2438,2004,70000,220000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
2439,2012,180000,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
2440,2013,200000,57000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
2441,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,Hyundai
2442,2015,650000,40000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5.0,Hyundai
2443,2014,267000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti
2444,2018,450000,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Maruti
2445,2014,400000,90000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Hyundai
2446,2012,310000,86000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,8.0,Mahindra
2447,2009,70000,15000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4.0,Tata
2448,2017,675000,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,Mahindra
2449,2013,350000,120000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5.0,Ford
2450,2014,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,Maruti
2451,2014,185000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5.0,Tata
2452,2017,250000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,Hyundai
2453,2009,135000,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
2454,2011,500000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,Hyundai
2455,2010,300000,108957,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7.0,Tata
2456,2017,328000,68000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,5.0,Tata
2457,2015,509999,65000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
2458,2015,575000,110000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8.0,Mahindra
2459,2012,700000,50000,Diesel,Individual,Manual,First Owner,12.2,2498,112.0,8.0,Mahindra
2460,2008,105000,100000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5.0,Maruti
2461,2008,60000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti
2462,2008,112999,80000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,Maruti
2463,2015,229999,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5.0,Tata
2464,2012,325000,150000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Ford
2465,2017,650000,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,Hyundai
2466,2009,85000,80000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5.0,Tata
2467,2015,570000,93000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7.0,Honda
2468,2015,525000,134000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,Maruti
2469,2013,350000,90000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,Hyundai
2470,2007,250000,60000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,5.0,Maruti
2471,2010,300000,120000,Diesel,Individual,Manual,Second Owner,14.0,2489,95.0,8.0,Mahindra
2472,2017,1325000,30000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,Jeep
2473,2017,650000,22200,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
2474,2018,520000,6000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
2475,2016,500000,32000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti
2476,2016,220000,90000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
2477,2017,650000,78000,Diesel,Individual,Manual,Third Owner,28.09,1248,88.5,5.0,Maruti
2478,2017,819999,12000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5.0,Honda
2479,2016,645000,120000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5.0,Renault
2480,2015,780000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Maruti
2481,2008,215000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5.0,Honda
2482,2007,600000,260000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,7.0,Toyota
2483,2011,114999,10000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,Maruti
2484,2012,75000,12000,Petrol,Individual,Manual,First Owner,16.84,1193,64.4,5.0,Tata
2485,2011,120000,60000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,Chevrolet
2486,2016,250000,41000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault
2487,2018,200000,25000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8.0,Maruti
2488,2015,380000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5.0,Hyundai
2489,2018,560000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Honda
2490,2018,575000,10000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5.0,Maruti
2491,2017,620000,40000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,Mahindra
2492,2012,525000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,8.0,Mahindra
2493,2017,635000,40000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Maruti
2494,2016,650000,80000,Diesel,Individual,Manual,First Owner,19.72,1461,108.45,5.0,Renault
2495,2001,39000,42108,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,Maruti
2496,2017,550000,70000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,5.0,Ford
2497,2009,145000,150000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5.0,Maruti
2498,2007,130000,100000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5.0,Tata
2499,2017,825000,79000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7.0,Maruti
2500,2015,1650000,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,7.0,Toyota
2501,2018,875000,50000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5.0,Maruti
2502,2016,650000,81000,Diesel,Dealer,Manual,Second Owner,28.09,1248,88.5,5.0,Maruti
2503,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,5.0,Jaguar
2504,2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,5.0,BMW
2505,2018,2800000,26000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5.0,Audi
2506,2018,3900000,17100,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,5.0,BMW
2507,2013,246000,56000,Diesel,Dealer,Manual,First Owner,22.1,1248,74.0,5.0,Chevrolet
2508,2013,325000,60000,Diesel,Dealer,Manual,Second Owner,24.7,1498,98.63,5.0,Honda
2509,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,16.0,1368,160.0,5.0,Jeep
2510,2017,850000,30000,Petrol,Dealer,Automatic,First Owner,15.4,1497,117.3,7.0,Honda
2511,2015,560000,43001,Diesel,Dealer,Manual,First Owner,22.27,1498,108.6,5.0,Volkswagen
2512,2015,575000,60000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7.0,Maruti
2513,2019,470000,9000,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,5.0,Maruti
2514,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405,69.01,5.0,Tata
2515,2014,680000,95000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,8.0,Toyota
2516,2013,700000,62000,Diesel,Dealer,Manual,First Owner,13.1,2499,141.0,7.0,Ford
2517,2016,1950000,48000,Diesel,Dealer,Automatic,First Owner,9.0,1984,181.0,5.0,Volvo
2518,2015,875000,72000,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5.0,Hyundai
2519,2017,850000,35000,Diesel,Individual,Manual,Third Owner,22.0,1582,126.2,5.0,Hyundai
2520,2013,550000,100600,Diesel,Individual,Manual,Third Owner,20.46,1461,83.8,5.0,Renault
2521,2013,480000,105000,Diesel,Individual,Manual,Third Owner,23.4,1248,74.0,5.0,Maruti
2522,2017,1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,Mahindra
2523,2016,631000,92385,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Mahindra
2524,2015,165000,25000,Petrol,Individual,Manual,First Owner,25.4,624,37.5,4.0,Tata
2525,2010,320000,60000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5.0,Maruti
2526,2012,360000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5.0,Maruti
2527,2006,175000,25000,Petrol,Individual,Manual,Third Owner,13.0,1795,127.0,5.0,Hyundai
2528,2016,725000,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,Hyundai
2529,2014,280000,185000,Diesel,Individual,Manual,Third Owner,19.5,1248,75.0,5.0,Fiat
2530,2011,325000,134000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5.0,Volkswagen
2531,2014,320000,120000,Diesel,Individual,Manual,Third Owner,20.0,1399,68.05,5.0,Ford
2532,2018,500000,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,Hyundai
2533,2014,825000,165000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7.0,Mahindra
2534,2016,350000,120000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5.0,Maruti
2535,2011,470000,89000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5.0,Hyundai
2536,2009,125000,120000,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0,5.0,Mahindra
2537,2006,140000,120000,Petrol,Individual,Automatic,First Owner,13.1,1795,127.0,5.0,Hyundai
2538,2013,484999,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,Honda
